Row.names	betahat	sebetahat	WaldP	WaldPadj	PosteriorMean	lfsr	lfdr	qvalue	baseMean	log2FoldChange	lfcSE	pvalue	padj	groupID	labels
ENSG00000006125.18:O001	-1.6247367947642	0.188751273169408	0	0	-1.62408556871629	1.22124532708767e-15	1.07329591493339e-15	4.84985563810262e-17	142.339601761199	2.0296740822502	0.401096368820017	4.09688598075727e-08	7.0399745376315e-07	ENSG00000006125.18	uORF
ENSG00000008394.13:O003	-0.410755727104588	0.234591264981832	0.0799558803221394	0.175109985829479	-0.124908945493498	0.708061664799504	0.695904555308368	0.32529424823114	3622.41629293515	0.75637678126034	0.159692915335487	1.06449733670301e-06	1.45067702340438e-05	ENSG00000008394.13	mORF
ENSG00000008513.17:O039	-2.83997623607434	1.18891037424223	0.01690709535349	0.0491449389616985	-1.25538298596158	0.270138495902556	0.252463178883225	0.0421623590893256	2.74340554720933	0.106586408753503	0.676189568059144	0.461863309554211	NA	ENSG00000008513.17	uORF
ENSG00000011304.22:O002	-0.401320701112812	0.642311830309464	0.532097967489519	0.743440921184829	-0.0947526685615243	0.825027342403334	0.761422868428533	0.359795634968425	3096.38063690328	0.167334159851758	0.108552773639613	0.118158418639285	0.395126971092358	ENSG00000011304.22	mORF
ENSG00000012174.12:O005	1.42824585803753	1.20654697049262	0.236513391572491	0.41737657336322	0.422537166852175	0.634866790220316	0.569612852891879	0.24073284418895	7.63263891510774	-0.146009088075607	0.668291390404588	0.457947457061071	0.80972649005261	ENSG00000012174.12	dORF
ENSG00000013306.16:O002	1.87376514699113	0.65134042378107	0.00401751594055777	0.0143547198774985	1.49230879206299	0.0781633029236243	0.0756678436243094	0.00873284589763415	143.56058883079	-2.05836484939013	0.734111041427572	0.000549620248425146	0.00439993934519329	ENSG00000013306.16	dORF
ENSG00000013306.16:O003	1.53771893219521	0.105662135272786	0	0	1.53771893204483	2.40447245679678e-45	2.40447245679678e-45	1.28795992979862e-46	1121.37094945935	0.146929313158101	0.211565900053655	0.463519197721178	0.812818856977938	ENSG00000013306.16	mORF
ENSG00000026950.17:O001	-0.520577271898792	1.12117913783478	0.64242400792143	0.843479911308896	-0.131060557298656	0.787472443033591	0.679945521209769	0.312010423338237	8.99697204978208	0.0368042578953428	0.639239483878426	0.870633059292895	0.971586672546487	ENSG00000026950.17	uORF
ENSG00000033011.14:O011	-0.254021670202797	0.210979046489486	0.228584269092116	0.405299897430347	-0.0378632236738041	0.867980731751913	0.850944907009012	0.406331816667987	267.479717057137	0.626058591626033	0.356823739258877	0.0448914648380393	0.193812330691278	ENSG00000033011.14	mORF
ENSG00000033122.21:O121	0.202928949387927	0.539449380975939	0.706784624647148	0.904820896287411	0.038291585191688	0.87788431759175	0.811135437303052	0.387970466743142	469.336816792371	-0.326221603868816	0.229961741346122	0.130328811890349	0.420841272027301	NA	NA
ENSG00000034677.13:O025	-1.99400854133666	0.489402660135483	4.61386623435978e-05	0.00025296714871145	-1.78744887036077	0.001774661894968	0.0017428107668168	0.000128213490620833	48.5238383098037	1.27232375489996	1.13903733604076	0.0227666490088983	0.112795205529536	ENSG00000034677.13	uORF
ENSG00000040275.17:O002	-0.515064801391009	0.642868298690334	0.423017023281633	0.629772534660859	-0.133176274485692	0.793581253180343	0.737956354558079	0.349145205155714	75.461057748505	0.900056097310372	0.856808463722698	0.0481877033468651	0.20449054676659	ENSG00000040275.17	uORF
